City,State_Province,Country,Group_ID,city_order,Cluster,Image,Result,Reason for 2 or 3
Hiroshima,Japan,Japan,7,2,1,1,1 good,
Hiroshima,Japan,Japan,7,2,1,2,2 need discuss,small
Hiroshima,Japan,Japan,7,2,1,3,1 good,
Hiroshima,Japan,Japan,7,2,1,4,1 good,
Hiroshima,Japan,Japan,7,2,1,5,2 need discuss,small
Hiroshima,Japan,Japan,7,2,1,6,1 good,
Hiroshima,Japan,Japan,7,2,1,7,2 need discuss,blurry image
Hiroshima,Japan,Japan,7,2,1,8,1 good,
Hiroshima,Japan,Japan,7,2,2,1,1 good,
Hiroshima,Japan,Japan,7,2,2,2,1 good,
Hiroshima,Japan,Japan,7,2,2,3,1 good,
Hiroshima,Japan,Japan,7,2,2,4,1 good,
Hiroshima,Japan,Japan,7,2,2,5,1 good,
Hiroshima,Japan,Japan,7,2,2,6,1 good,
Hiroshima,Japan,Japan,7,2,2,7,1 good,
Hiroshima,Japan,Japan,7,2,2,8,1 good,
Hiroshima,Japan,Japan,7,2,3,1,1 good,
Hiroshima,Japan,Japan,7,2,3,2,1 good,
Hiroshima,Japan,Japan,7,2,3,3,1 good,
Hiroshima,Japan,Japan,7,2,3,4,1 good,
Hiroshima,Japan,Japan,7,2,3,5,1 good,
Hiroshima,Japan,Japan,7,2,3,6,1 good,
Hiroshima,Japan,Japan,7,2,3,7,1 good,
Hiroshima,Japan,Japan,7,2,3,8,1 good,
Hiroshima,Japan,Japan,7,2,4,1,1 good,
Hiroshima,Japan,Japan,7,2,4,2,1 good,
Hiroshima,Japan,Japan,7,2,4,3,1 good,
Hiroshima,Japan,Japan,7,2,4,4,1 good,
Hiroshima,Japan,Japan,7,2,4,5,1 good,
Hiroshima,Japan,Japan,7,2,4,6,1 good,
Hiroshima,Japan,Japan,7,2,4,7,1 good,
Hiroshima,Japan,Japan,7,2,4,8,1 good,
Hiroshima,Japan,Japan,7,2,5,1,1 good,
Hiroshima,Japan,Japan,7,2,5,2,2 need discuss,wall & fence
Hiroshima,Japan,Japan,7,2,5,3,1 good,
Hiroshima,Japan,Japan,7,2,5,4,1 good,
Hiroshima,Japan,Japan,7,2,5,5,2 need discuss,wall & fence
Hiroshima,Japan,Japan,7,2,5,6,1 good,
Hiroshima,Japan,Japan,7,2,5,7,1 good,
Hiroshima,Japan,Japan,7,2,5,8,1 good,
Hiroshima,Japan,Japan,7,2,6,1,1 good,
Hiroshima,Japan,Japan,7,2,6,2,1 good,
Hiroshima,Japan,Japan,7,2,6,3,1 good,
Hiroshima,Japan,Japan,7,2,6,4,1 good,
Hiroshima,Japan,Japan,7,2,6,5,1 good,
Hiroshima,Japan,Japan,7,2,6,6,1 good,
Hiroshima,Japan,Japan,7,2,6,7,1 good,
Hiroshima,Japan,Japan,7,2,6,8,2 need discuss,cars on the road
Hiroshima,Japan,Japan,7,2,7,1,1 good,
Hiroshima,Japan,Japan,7,2,7,2,1 good,
Hiroshima,Japan,Japan,7,2,7,3,1 good,
Hiroshima,Japan,Japan,7,2,7,4,1 good,
Hiroshima,Japan,Japan,7,2,7,5,1 good,
Hiroshima,Japan,Japan,7,2,7,6,1 good,
Hiroshima,Japan,Japan,7,2,7,7,1 good,
Hiroshima,Japan,Japan,7,2,7,8,1 good,
Hiroshima,Japan,Japan,7,2,8,1,1 good,
Hiroshima,Japan,Japan,7,2,8,2,1 good,
Hiroshima,Japan,Japan,7,2,8,3,1 good,
Hiroshima,Japan,Japan,7,2,8,4,1 good,
Hiroshima,Japan,Japan,7,2,8,5,1 good,
Hiroshima,Japan,Japan,7,2,8,6,1 good,
Hiroshima,Japan,Japan,7,2,8,7,1 good,
Hiroshima,Japan,Japan,7,2,8,8,1 good,
Honolulu,Hawaii,United States,7,1,1,1,1 good,
Honolulu,Hawaii,United States,7,1,1,2,1 good,
Honolulu,Hawaii,United States,7,1,1,3,1 good,
Honolulu,Hawaii,United States,7,1,1,4,3 exclude,nature
Honolulu,Hawaii,United States,7,1,1,5,1 good,
Honolulu,Hawaii,United States,7,1,1,6,1 good,
Honolulu,Hawaii,United States,7,1,1,7,1 good,
Honolulu,Hawaii,United States,7,1,1,8,1 good,
Honolulu,Hawaii,United States,7,1,2,1,1 good,
Honolulu,Hawaii,United States,7,1,2,2,1 good,
Honolulu,Hawaii,United States,7,1,2,3,1 good,
Honolulu,Hawaii,United States,7,1,2,4,1 good,
Honolulu,Hawaii,United States,7,1,2,5,1 good,
Honolulu,Hawaii,United States,7,1,2,6,2 need discuss,small
Honolulu,Hawaii,United States,7,1,2,7,1 good,
Honolulu,Hawaii,United States,7,1,2,8,1 good,
Honolulu,Hawaii,United States,7,1,3,1,1 good,
Honolulu,Hawaii,United States,7,1,3,2,1 good,
Honolulu,Hawaii,United States,7,1,3,3,2 need discuss,blurry image
Honolulu,Hawaii,United States,7,1,3,4,1 good,
Honolulu,Hawaii,United States,7,1,3,5,1 good,
Honolulu,Hawaii,United States,7,1,3,6,1 good,
Honolulu,Hawaii,United States,7,1,3,7,1 good,
Honolulu,Hawaii,United States,7,1,3,8,1 good,
Honolulu,Hawaii,United States,7,1,4,1,1 good,
Honolulu,Hawaii,United States,7,1,4,2,1 good,
Honolulu,Hawaii,United States,7,1,4,3,1 good,
Honolulu,Hawaii,United States,7,1,4,4,1 good,
Honolulu,Hawaii,United States,7,1,4,5,1 good,
Honolulu,Hawaii,United States,7,1,4,6,1 good,
Honolulu,Hawaii,United States,7,1,4,7,1 good,
Honolulu,Hawaii,United States,7,1,4,8,1 good,
Honolulu,Hawaii,United States,7,1,5,1,2 need discuss,blurry image
Honolulu,Hawaii,United States,7,1,5,2,2 need discuss,car on the road
Honolulu,Hawaii,United States,7,1,5,3,2 need discuss,car on the road
Honolulu,Hawaii,United States,7,1,5,4,1 good,
Honolulu,Hawaii,United States,7,1,5,5,2 need discuss,small
Honolulu,Hawaii,United States,7,1,5,6,1 good,
Honolulu,Hawaii,United States,7,1,5,7,1 good,
Honolulu,Hawaii,United States,7,1,5,8,3 exclude,the structure is blurry
Honolulu,Hawaii,United States,7,1,6,1,3 exclude,the structure is blurry
Honolulu,Hawaii,United States,7,1,6,2,1 good,
Honolulu,Hawaii,United States,7,1,6,3,1 good,
Honolulu,Hawaii,United States,7,1,6,4,1 good,
Honolulu,Hawaii,United States,7,1,6,5,1 good,
Honolulu,Hawaii,United States,7,1,6,6,1 good,
Honolulu,Hawaii,United States,7,1,6,7,1 good,
Honolulu,Hawaii,United States,7,1,6,8,1 good,
Honolulu,Hawaii,United States,7,1,7,1,1 good,
Honolulu,Hawaii,United States,7,1,7,2,2 need discuss,blurry image
Honolulu,Hawaii,United States,7,1,7,3,1 good,
Honolulu,Hawaii,United States,7,1,7,4,2 need discuss,small
Honolulu,Hawaii,United States,7,1,7,5,1 good,
Honolulu,Hawaii,United States,7,1,7,6,2 need discuss,cars on the highway
Honolulu,Hawaii,United States,7,1,7,7,1 good,
Honolulu,Hawaii,United States,7,1,7,8,1 good,
Honolulu,Hawaii,United States,7,1,8,1,2 need discuss,cars in the parking lot
Honolulu,Hawaii,United States,7,1,8,2,1 good,
Honolulu,Hawaii,United States,7,1,8,3,2 need discuss,cars in the parking lot
Honolulu,Hawaii,United States,7,1,8,4,1 good,
Honolulu,Hawaii,United States,7,1,8,5,1 good,
Honolulu,Hawaii,United States,7,1,8,6,1 good,
Honolulu,Hawaii,United States,7,1,8,7,1 good,
Honolulu,Hawaii,United States,7,1,8,8,1 good,
Manila,Philippines,Philippines,7,3,1,1,1 good,
Manila,Philippines,Philippines,7,3,1,2,1 good,
Manila,Philippines,Philippines,7,3,1,3,1 good,
Manila,Philippines,Philippines,7,3,1,4,1 good,
Manila,Philippines,Philippines,7,3,1,5,1 good,
Manila,Philippines,Philippines,7,3,1,6,1 good,
Manila,Philippines,Philippines,7,3,1,7,1 good,
Manila,Philippines,Philippines,7,3,1,8,1 good,
Manila,Philippines,Philippines,7,3,2,1,3 exclude,nature
Manila,Philippines,Philippines,7,3,2,2,3 exclude,nature
Manila,Philippines,Philippines,7,3,2,3,3 exclude,nature
Manila,Philippines,Philippines,7,3,2,4,3 exclude,trucks on the road
Manila,Philippines,Philippines,7,3,2,5,3 exclude,cars on the road
Manila,Philippines,Philippines,7,3,2,6,3 exclude,nature
Manila,Philippines,Philippines,7,3,2,7,3 exclude,nature
Manila,Philippines,Philippines,7,3,3,1,1 good,
Manila,Philippines,Philippines,7,3,3,2,1 good,
Manila,Philippines,Philippines,7,3,3,3,1 good,
Manila,Philippines,Philippines,7,3,3,4,1 good,
Manila,Philippines,Philippines,7,3,3,5,1 good,
Manila,Philippines,Philippines,7,3,3,6,1 good,
Manila,Philippines,Philippines,7,3,3,7,1 good,
Manila,Philippines,Philippines,7,3,3,8,1 good,
Manila,Philippines,Philippines,7,3,4,1,1 good,
Manila,Philippines,Philippines,7,3,4,2,1 good,
Manila,Philippines,Philippines,7,3,4,3,1 good,
Manila,Philippines,Philippines,7,3,4,4,1 good,
Manila,Philippines,Philippines,7,3,4,5,1 good,
Manila,Philippines,Philippines,7,3,4,6,1 good,
Manila,Philippines,Philippines,7,3,4,7,1 good,
Manila,Philippines,Philippines,7,3,4,8,1 good,
Manila,Philippines,Philippines,7,3,6,1,1 good,
Manila,Philippines,Philippines,7,3,6,2,1 good,
Manila,Philippines,Philippines,7,3,6,3,1 good,
Manila,Philippines,Philippines,7,3,6,4,1 good,
Manila,Philippines,Philippines,7,3,6,5,1 good,
Manila,Philippines,Philippines,7,3,6,6,1 good,
Manila,Philippines,Philippines,7,3,6,7,1 good,
Manila,Philippines,Philippines,7,3,6,8,1 good,
Manila,Philippines,Philippines,7,3,7,1,1 good,
Manila,Philippines,Philippines,7,3,7,2,1 good,
Manila,Philippines,Philippines,7,3,7,3,1 good,
Manila,Philippines,Philippines,7,3,7,4,1 good,
Manila,Philippines,Philippines,7,3,7,5,1 good,
Manila,Philippines,Philippines,7,3,7,6,1 good,
Manila,Philippines,Philippines,7,3,7,7,1 good,
Manila,Philippines,Philippines,7,3,7,8,1 good,
Manila,Philippines,Philippines,7,3,8,1,1 good,
Manila,Philippines,Philippines,7,3,8,2,1 good,
Manila,Philippines,Philippines,7,3,8,3,1 good,
Manila,Philippines,Philippines,7,3,8,4,1 good,
Manila,Philippines,Philippines,7,3,8,5,1 good,
Manila,Philippines,Philippines,7,3,8,6,1 good,
Manila,Philippines,Philippines,7,3,8,7,1 good,
Manila,Philippines,Philippines,7,3,8,8,1 good,
Volgograd,Russia,Russia,7,4,2,1,1 good,
Volgograd,Russia,Russia,7,4,2,2,1 good,
Volgograd,Russia,Russia,7,4,2,3,1 good,
Volgograd,Russia,Russia,7,4,2,4,1 good,
Volgograd,Russia,Russia,7,4,2,5,1 good,
Volgograd,Russia,Russia,7,4,2,6,1 good,
Volgograd,Russia,Russia,7,4,2,7,2 need discuss,small
Volgograd,Russia,Russia,7,4,2,8,1 good,
Volgograd,Russia,Russia,7,4,3,1,1 good,
Volgograd,Russia,Russia,7,4,3,2,1 good,
Volgograd,Russia,Russia,7,4,3,3,1 good,
Volgograd,Russia,Russia,7,4,3,4,1 good,
Volgograd,Russia,Russia,7,4,3,5,1 good,
Volgograd,Russia,Russia,7,4,3,6,1 good,
Volgograd,Russia,Russia,7,4,3,7,1 good,
Volgograd,Russia,Russia,7,4,3,8,1 good,
Volgograd,Russia,Russia,7,4,4,1,1 good,
Volgograd,Russia,Russia,7,4,4,2,1 good,
Volgograd,Russia,Russia,7,4,4,3,1 good,
Volgograd,Russia,Russia,7,4,4,4,1 good,
Volgograd,Russia,Russia,7,4,4,5,1 good,
Volgograd,Russia,Russia,7,4,4,6,1 good,
Volgograd,Russia,Russia,7,4,4,7,1 good,
Volgograd,Russia,Russia,7,4,4,8,1 good,
Volgograd,Russia,Russia,7,4,5,1,1 good,
Volgograd,Russia,Russia,7,4,5,2,1 good,
Volgograd,Russia,Russia,7,4,5,3,1 good,
Volgograd,Russia,Russia,7,4,5,4,1 good,
Volgograd,Russia,Russia,7,4,5,5,1 good,
Volgograd,Russia,Russia,7,4,5,6,1 good,
Volgograd,Russia,Russia,7,4,5,7,1 good,
Volgograd,Russia,Russia,7,4,5,8,2 need discuss,block
Volgograd,Russia,Russia,7,4,6,1,1 good,
Volgograd,Russia,Russia,7,4,6,2,1 good,
Volgograd,Russia,Russia,7,4,6,3,1 good,
Volgograd,Russia,Russia,7,4,6,4,1 good,
Volgograd,Russia,Russia,7,4,6,5,1 good,
Volgograd,Russia,Russia,7,4,6,6,1 good,
Volgograd,Russia,Russia,7,4,6,7,1 good,
Volgograd,Russia,Russia,7,4,6,8,1 good,
Volgograd,Russia,Russia,7,4,7,1,1 good,
Volgograd,Russia,Russia,7,4,7,2,1 good,
Volgograd,Russia,Russia,7,4,7,3,1 good,
Volgograd,Russia,Russia,7,4,7,4,1 good,
Volgograd,Russia,Russia,7,4,7,5,1 good,
Volgograd,Russia,Russia,7,4,7,6,1 good,
Volgograd,Russia,Russia,7,4,7,7,1 good,
Volgograd,Russia,Russia,7,4,7,8,1 good,
Volgograd,Russia,Russia,7,4,8,1,1 good,
Volgograd,Russia,Russia,7,4,8,2,1 good,
Volgograd,Russia,Russia,7,4,8,3,1 good,
Volgograd,Russia,Russia,7,4,8,4,1 good,
Volgograd,Russia,Russia,7,4,8,5,1 good,
Volgograd,Russia,Russia,7,4,8,6,1 good,
Volgograd,Russia,Russia,7,4,8,7,3 exclude,nature
Volgograd,Russia,Russia,7,4,8,8,1 good,
Des Moines,Iowa,United States,8,1,1,1,1 good,
Des Moines,Iowa,United States,8,1,1,2,1 good,
Des Moines,Iowa,United States,8,1,1,3,1 good,
Des Moines,Iowa,United States,8,1,1,4,1 good,
Des Moines,Iowa,United States,8,1,1,5,1 good,
Des Moines,Iowa,United States,8,1,1,6,1 good,
Des Moines,Iowa,United States,8,1,1,7,1 good,
Des Moines,Iowa,United States,8,1,1,8,1 good,
Des Moines,Iowa,United States,8,1,2,1,1 good,
Des Moines,Iowa,United States,8,1,2,2,1 good,
Des Moines,Iowa,United States,8,1,2,3,1 good,
Des Moines,Iowa,United States,8,1,2,4,1 good,
Des Moines,Iowa,United States,8,1,2,5,1 good,
Des Moines,Iowa,United States,8,1,2,6,1 good,
Des Moines,Iowa,United States,8,1,2,7,1 good,
Des Moines,Iowa,United States,8,1,2,8,1 good,
Des Moines,Iowa,United States,8,1,3,1,1 good,
Des Moines,Iowa,United States,8,1,3,2,1 good,
Des Moines,Iowa,United States,8,1,3,3,2 need discuss,small
Des Moines,Iowa,United States,8,1,3,4,1 good,
Des Moines,Iowa,United States,8,1,3,5,1 good,
Des Moines,Iowa,United States,8,1,3,6,1 good,
Des Moines,Iowa,United States,8,1,3,7,3 exclude,
Des Moines,Iowa,United States,8,1,3,8,1 good,
Des Moines,Iowa,United States,8,1,4,1,1 good,
Des Moines,Iowa,United States,8,1,4,2,1 good,
Des Moines,Iowa,United States,8,1,4,3,1 good,
Des Moines,Iowa,United States,8,1,4,4,2 need discuss,small
Des Moines,Iowa,United States,8,1,4,5,1 good,
Des Moines,Iowa,United States,8,1,4,6,1 good,
Des Moines,Iowa,United States,8,1,4,7,1 good,
Des Moines,Iowa,United States,8,1,4,8,1 good,
Des Moines,Iowa,United States,8,1,5,1,1 good,
Des Moines,Iowa,United States,8,1,5,2,1 good,
Des Moines,Iowa,United States,8,1,5,3,1 good,
Des Moines,Iowa,United States,8,1,5,4,1 good,
Des Moines,Iowa,United States,8,1,5,5,1 good,
Des Moines,Iowa,United States,8,1,5,6,1 good,
Des Moines,Iowa,United States,8,1,5,7,1 good,
Des Moines,Iowa,United States,8,1,5,8,1 good,
Des Moines,Iowa,United States,8,1,6,1,1 good,
Des Moines,Iowa,United States,8,1,6,2,1 good,
Des Moines,Iowa,United States,8,1,6,3,1 good,
Des Moines,Iowa,United States,8,1,6,4,1 good,
Des Moines,Iowa,United States,8,1,6,5,1 good,
Des Moines,Iowa,United States,8,1,6,6,1 good,
Des Moines,Iowa,United States,8,1,6,7,1 good,
Des Moines,Iowa,United States,8,1,6,8,1 good,
Des Moines,Iowa,United States,8,1,7,1,1 good,
Des Moines,Iowa,United States,8,1,7,2,1 good,
Des Moines,Iowa,United States,8,1,7,3,3 exclude,
Des Moines,Iowa,United States,8,1,7,4,1 good,
Des Moines,Iowa,United States,8,1,7,5,1 good,
Des Moines,Iowa,United States,8,1,7,6,1 good,
Des Moines,Iowa,United States,8,1,7,7,3 exclude,
Des Moines,Iowa,United States,8,1,7,8,1 good,
Des Moines,Iowa,United States,8,1,8,1,1 good,
Des Moines,Iowa,United States,8,1,8,2,1 good,
Des Moines,Iowa,United States,8,1,8,3,1 good,
Des Moines,Iowa,United States,8,1,8,4,1 good,
Des Moines,Iowa,United States,8,1,8,5,1 good,
Des Moines,Iowa,United States,8,1,8,6,1 good,
Des Moines,Iowa,United States,8,1,8,7,1 good,
Des Moines,Iowa,United States,8,1,8,8,1 good,
Kofu,Japan,Japan,8,2,1,1,1 good,
Kofu,Japan,Japan,8,2,1,2,1 good,
Kofu,Japan,Japan,8,2,1,3,1 good,
Kofu,Japan,Japan,8,2,1,4,1 good,
Kofu,Japan,Japan,8,2,1,5,1 good,
Kofu,Japan,Japan,8,2,1,6,1 good,
Kofu,Japan,Japan,8,2,1,7,1 good,
Kofu,Japan,Japan,8,2,1,8,1 good,
Kofu,Japan,Japan,8,2,2,1,1 good,
Kofu,Japan,Japan,8,2,2,2,1 good,
Kofu,Japan,Japan,8,2,2,3,1 good,
Kofu,Japan,Japan,8,2,2,4,1 good,
Kofu,Japan,Japan,8,2,2,5,1 good,
Kofu,Japan,Japan,8,2,2,6,1 good,
Kofu,Japan,Japan,8,2,2,7,1 good,
Kofu,Japan,Japan,8,2,2,8,1 good,
Kofu,Japan,Japan,8,2,3,1,1 good,
Kofu,Japan,Japan,8,2,3,2,2 need discuss,small
Kofu,Japan,Japan,8,2,3,3,1 good,
Kofu,Japan,Japan,8,2,3,4,1 good,
Kofu,Japan,Japan,8,2,3,5,2 need discuss,small
Kofu,Japan,Japan,8,2,3,6,1 good,
Kofu,Japan,Japan,8,2,3,7,1 good,
Kofu,Japan,Japan,8,2,3,8,1 good,
Kofu,Japan,Japan,8,2,4,1,1 good,
Kofu,Japan,Japan,8,2,4,2,3 exclude,nature
Kofu,Japan,Japan,8,2,4,3,2 need discuss,small
Kofu,Japan,Japan,8,2,4,4,1 good,
Kofu,Japan,Japan,8,2,4,5,1 good,
Kofu,Japan,Japan,8,2,4,6,2 need discuss,huge wall
Kofu,Japan,Japan,8,2,4,7,1 good,
Kofu,Japan,Japan,8,2,4,8,1 good,
Kofu,Japan,Japan,8,2,5,1,1 good,
Kofu,Japan,Japan,8,2,5,2,1 good,
Kofu,Japan,Japan,8,2,5,3,1 good,
Kofu,Japan,Japan,8,2,5,4,1 good,
Kofu,Japan,Japan,8,2,5,5,1 good,
Kofu,Japan,Japan,8,2,5,6,1 good,
Kofu,Japan,Japan,8,2,5,7,1 good,
Kofu,Japan,Japan,8,2,5,8,1 good,
Kofu,Japan,Japan,8,2,6,1,1 good,
Kofu,Japan,Japan,8,2,6,2,1 good,
Kofu,Japan,Japan,8,2,6,3,1 good,
Kofu,Japan,Japan,8,2,6,4,1 good,
Kofu,Japan,Japan,8,2,6,5,1 good,
Kofu,Japan,Japan,8,2,6,6,1 good,
Kofu,Japan,Japan,8,2,6,7,1 good,
Kofu,Japan,Japan,8,2,6,8,1 good,
Kofu,Japan,Japan,8,2,7,1,3 exclude,nature
Kofu,Japan,Japan,8,2,7,2,1 good,
Kofu,Japan,Japan,8,2,7,3,1 good,
Kofu,Japan,Japan,8,2,7,4,1 good,
Kofu,Japan,Japan,8,2,7,5,3 exclude,nature
Kofu,Japan,Japan,8,2,7,6,1 good,
Kofu,Japan,Japan,8,2,7,7,1 good,
Kofu,Japan,Japan,8,2,7,8,2 need discuss,small
Kofu,Japan,Japan,8,2,8,1,1 good,
Kofu,Japan,Japan,8,2,8,2,1 good,
Kofu,Japan,Japan,8,2,8,3,1 good,
Kofu,Japan,Japan,8,2,8,4,1 good,
Kofu,Japan,Japan,8,2,8,5,1 good,
Kofu,Japan,Japan,8,2,8,6,1 good,
Kofu,Japan,Japan,8,2,8,7,2 need discuss,small
Kofu,Japan,Japan,8,2,8,8,1 good,
Pau,France,France,8,4,1,1,1 good,
Pau,France,France,8,4,1,2,1 good,
Pau,France,France,8,4,1,3,1 good,
Pau,France,France,8,4,1,4,1 good,
Pau,France,France,8,4,1,5,1 good,
Pau,France,France,8,4,1,6,1 good,
Pau,France,France,8,4,1,7,1 good,
Pau,France,France,8,4,1,8,1 good,
Pau,France,France,8,4,2,1,2 need discuss,small
Pau,France,France,8,4,2,2,1 good,
Pau,France,France,8,4,2,3,1 good,
Pau,France,France,8,4,2,4,1 good,
Pau,France,France,8,4,2,5,1 good,
Pau,France,France,8,4,2,6,2 need discuss,damaged image
Pau,France,France,8,4,2,7,1 good,
Pau,France,France,8,4,2,8,1 good,
Pau,France,France,8,4,3,1,1 good,
Pau,France,France,8,4,3,2,3 exclude,nature
Pau,France,France,8,4,3,3,1 good,
Pau,France,France,8,4,3,4,1 good,small
Pau,France,France,8,4,3,5,1 good,
Pau,France,France,8,4,3,6,3 exclude,nature
Pau,France,France,8,4,3,7,1 good,
Pau,France,France,8,4,3,8,3 exclude,nature
Pau,France,France,8,4,4,1,1 good,
Pau,France,France,8,4,4,2,1 good,
Pau,France,France,8,4,4,3,1 good,
Pau,France,France,8,4,4,4,1 good,
Pau,France,France,8,4,4,5,1 good,
Pau,France,France,8,4,4,6,1 good,
Pau,France,France,8,4,4,7,1 good,
Pau,France,France,8,4,4,8,1 good,
Pau,France,France,8,4,5,1,1 good,
Pau,France,France,8,4,5,2,1 good,
Pau,France,France,8,4,5,3,1 good,
Pau,France,France,8,4,5,4,1 good,
Pau,France,France,8,4,5,5,1 good,
Pau,France,France,8,4,5,6,1 good,
Pau,France,France,8,4,5,7,1 good,
Pau,France,France,8,4,5,8,1 good,
Pau,France,France,8,4,6,1,1 good,
Pau,France,France,8,4,6,2,1 good,
Pau,France,France,8,4,6,3,1 good,
Pau,France,France,8,4,6,4,1 good,
Pau,France,France,8,4,6,5,1 good,
Pau,France,France,8,4,6,6,3 exclude,nature
Pau,France,France,8,4,6,7,1 good,
Pau,France,France,8,4,6,8,1 good,
Saint Étienne,France,Saint Étienne,8,3,1,1,1 good,
Saint Étienne,France,Saint Étienne,8,3,1,2,3 exclude,nature
Saint Étienne,France,Saint Étienne,8,3,1,3,1 good,
Saint Étienne,France,Saint Étienne,8,3,1,4,1 good,
Saint Étienne,France,Saint Étienne,8,3,1,5,1 good,
Saint Étienne,France,Saint Étienne,8,3,1,6,3 exclude,nature
Saint Étienne,France,Saint Étienne,8,3,1,7,1 good,
Saint Étienne,France,Saint Étienne,8,3,1,8,3 exclude,nature
Saint Étienne,France,Saint Étienne,8,3,2,1,1 good,
Saint Étienne,France,Saint Étienne,8,3,2,2,1 good,
Saint Étienne,France,Saint Étienne,8,3,2,3,1 good,
Saint Étienne,France,Saint Étienne,8,3,2,4,1 good,
Saint Étienne,France,Saint Étienne,8,3,2,5,1 good,
Saint Étienne,France,Saint Étienne,8,3,2,6,1 good,
Saint Étienne,France,Saint Étienne,8,3,2,7,1 good,
Saint Étienne,France,Saint Étienne,8,3,2,8,1 good,
Saint Étienne,France,Saint Étienne,8,3,3,1,2 need discuss,small
Saint Étienne,France,Saint Étienne,8,3,3,2,1 good,
Saint Étienne,France,Saint Étienne,8,3,3,3,1 good,
Saint Étienne,France,Saint Étienne,8,3,3,4,1 good,
